1 1859
2 967
3 778
4 555
5 374
6 348
7 273
8 254
9 227
10 199
11 175
12 167
13 163
14 138
15 131
16 116
17 108
18 101
19 98
20 87
21 82
22 79
23 77
24 76
25 75
26 74
27 68
28 66
29 64
30 58
31 56
32 53
33 50
34 50
35 49
36 49
37 48
38 48
39 45
40 45
41 44
42 43
43 42
44 42
45 41
46 39
47 39
48 38
49 38
50 38
51 36
52 36
53 36
54 34
55 34
56 34
57 33
58 32
59 32
60 31
61 31
62 30
63 30
64 30
65 29
66 29
67 29
68 28
69 28
70 27
71 27
72 27
73 26
74 26
75 25
76 25
77 25
78 24
79 24
80 24
81 23
82 23
83 23
84 22
85 22
86 22
87 21
88 21
89 21
90 20
91 20
92 19
93 19
94 19
95 17
96 17
97 16
98 15
99 13
100 11
