1 1856
2 905
3 626
4 456
5 384
6 322
7 297
8 243
9 214
10 201
11 173
12 165
13 163
14 141
15 135
16 121
17 119
18 109
19 103
20 99
21 94
22 90
23 87
24 83
25 81
26 81
27 78
28 74
29 73
30 70
31 67
32 63
33 63
34 61
35 57
36 56
37 55
38 55
39 53
40 50
41 47
42 47
43 46
44 46
45 45
46 44
47 43
48 42
49 42
50 42
51 41
52 41
53 40
54 39
55 39
56 37
57 37
58 37
59 36
60 35
61 35
62 34
63 34
64 34
65 32
66 30
67 29
68 29
69 28
70 28
71 28
72 27
73 27
74 26
75 25
76 25
77 25
78 24
79 24
80 23
81 23
82 22
83 22
84 22
85 22
86 21
87 21
88 21
89 20
90 20
91 19
92 19
93 19
94 18
95 18
96 17
97 17
98 16
99 16
100 11
